date,normalized_interest,normalized_interest,normalized_interest,normalized_interest,normalized_interest,normalized_interest,normalized_interest,normalized_interest,normalized_interest,normalized_interest,normalized_interest,normalized_interest,normalized_interest,normalized_interest,normalized_interest,CSI
2009-11-01,70.0,54.32098765432099,56.00000000000001,54.0,56.75675675675676,43.956043956043956,51.0,46.0,31.0,28.000000000000004,36.92307692307693,43.0,58.94736842105262,100.0,9.0,49.26028224741675
2009-12-01,69.0,60.49382716049383,47.0,57.99999999999999,52.702702702702695,36.26373626373626,47.0,52.0,31.0,24.0,44.61538461538462,40.0,60.0,57.99999999999999,8.0,45.871710049487824
2010-01-01,69.0,58.0246913580247,46.0,54.0,50.0,36.26373626373626,50.0,46.0,33.0,26.0,40.0,46.0,56.84210526315789,47.0,8.0,44.40870219232793
2010-02-01,65.0,55.55555555555556,48.0,50.0,48.64864864864865,51.64835164835166,48.0,52.0,35.0,26.0,33.84615384615385,50.0,61.05263157894737,37.0,8.0,44.65008941851047
2010-03-01,66.0,64.19753086419753,51.0,46.0,52.702702702702695,36.26373626373626,48.0,48.0,32.0,26.0,27.692307692307693,46.0,68.42105263157895,33.0,8.0,43.551822010301535
2010-04-01,64.0,59.25925925925925,50.0,46.0,55.4054054054054,37.362637362637365,46.0,52.0,34.0,25.0,29.230769230769234,48.0,66.3157894736842,27.0,8.0,43.171590715450364
2010-05-01,64.0,72.8395061728395,50.0,48.0,58.108108108108105,39.56043956043956,47.0,54.0,32.0,28.000000000000004,36.92307692307693,47.0,64.21052631578948,25.0,9.0,45.042777138683576
2010-06-01,64.0,58.0246913580247,44.0,41.0,47.2972972972973,38.46153846153847,46.0,42.0,32.0,19.0,26.153846153846157,37.0,55.78947368421052,22.0,7.000000000000001,38.64845646366114
2010-07-01,62.0,59.25925925925925,37.0,42.0,43.24324324324324,37.362637362637365,45.0,38.0,28.000000000000004,16.0,23.076923076923077,36.0,51.578947368421055,19.0,7.000000000000001,36.3014006873656
2010-08-01,68.0,56.79012345679012,38.0,44.0,43.24324324324324,42.857142857142854,46.0,40.0,27.0,18.0,29.230769230769234,36.0,51.578947368421055,18.0,7.000000000000001,37.71334841042444
2010-09-01,61.0,54.32098765432099,43.0,41.0,47.2972972972973,38.46153846153847,45.0,42.0,27.0,22.0,29.230769230769234,42.0,52.63157894736842,16.0,7.000000000000001,37.86281143941962
2010-10-01,62.0,53.086419753086425,46.0,44.0,51.35135135135135,40.65934065934066,48.0,40.0,25.0,23.0,30.76923076923077,50.0,52.63157894736842,15.0,8.0,39.299861432025175
2010-11-01,63.0,58.0246913580247,48.0,40.0,55.4054054054054,42.857142857142854,49.0,90.0,26.0,24.0,29.230769230769234,47.0,54.736842105263165,15.0,9.0,43.41699006377369
2010-12-01,65.0,59.25925925925925,39.0,41.0,44.5945945945946,47.25274725274725,47.0,46.0,24.0,19.0,29.230769230769234,36.0,56.84210526315789,13.0,7.000000000000001,38.27863170670188
2011-01-01,63.0,56.79012345679012,40.0,41.0,44.5945945945946,57.14285714285714,46.0,42.0,24.0,20.0,23.076923076923077,40.0,55.78947368421052,13.0,7.000000000000001,38.22626479702503
2011-02-01,59.0,51.85185185185185,45.0,37.0,43.24324324324324,39.56043956043956,43.0,42.0,22.0,19.0,23.076923076923077,47.0,51.578947368421055,12.0,7.000000000000001,36.15409367339192
2011-03-01,63.0,61.72839506172839,49.0,39.0,74.32432432432432,39.56043956043956,47.0,68.0,31.0,20.0,23.076923076923077,50.0,55.78947368421052,12.0,7.000000000000001,42.69863704717506
2011-04-01,61.0,56.79012345679012,46.0,42.0,75.67567567567568,41.75824175824176,49.0,50.0,25.0,21.0,24.615384615384617,42.0,58.94736842105262,12.0,7.000000000000001,40.85245292847632
2011-05-01,61.0,59.25925925925925,46.0,42.0,54.054054054054056,73.62637362637363,45.0,46.0,23.0,28.000000000000004,36.92307692307693,48.0,54.736842105263165,19.0,6.0,42.839973731201795
2011-06-01,61.0,51.85185185185185,38.0,40.0,51.35135135135135,42.857142857142854,44.0,46.0,25.0,17.0,21.53846153846154,35.0,49.473684210526315,16.0,6.0,36.33816612062226
2011-07-01,60.0,59.25925925925925,34.0,41.0,50.0,45.05494505494506,41.0,36.0,22.0,18.0,29.230769230769234,34.0,46.31578947368421,15.0,6.0,35.79071753457718
2011-08-01,61.0,54.32098765432099,36.0,38.0,47.2972972972973,46.15384615384615,44.0,38.0,22.0,16.0,21.53846153846154,37.0,48.421052631578945,16.0,7.000000000000001,35.515443018366994
2011-09-01,64.0,53.086419753086425,43.0,36.0,45.94594594594595,41.75824175824176,42.0,40.0,21.0,23.0,36.92307692307693,57.99999999999999,56.84210526315789,17.0,7.000000000000001,39.03705264290059
2011-10-01,60.0,51.85185185185185,47.0,37.0,50.0,52.74725274725275,42.0,40.0,23.0,19.0,24.615384615384617,40.0,55.78947368421052,20.0,7.000000000000001,38.00026419324664
2011-11-01,61.0,60.49382716049383,42.0,38.0,44.5945945945946,43.956043956043956,45.0,44.0,25.0,20.0,23.076923076923077,40.0,53.68421052631579,49.0,8.0,39.853706620958086
2011-12-01,62.0,66.66666666666666,37.0,37.0,41.891891891891895,45.05494505494506,45.0,46.0,23.0,17.0,24.615384615384617,34.0,53.68421052631579,25.0,8.0,37.7275399170136
2012-01-01,59.0,62.96296296296296,36.0,44.0,41.891891891891895,45.05494505494506,46.0,44.0,21.0,16.0,21.53846153846154,35.0,51.578947368421055,18.0,7.000000000000001,36.60181392111217
2012-02-01,57.99999999999999,58.0246913580247,42.0,38.0,43.24324324324324,45.05494505494506,45.0,44.0,21.0,17.0,20.0,39.0,53.68421052631579,15.0,7.000000000000001,36.40047267883526
2012-03-01,56.99999999999999,62.96296296296296,42.0,38.0,45.94594594594595,48.35164835164835,42.0,52.0,20.0,17.0,20.0,39.0,51.578947368421055,12.0,7.000000000000001,36.98930030859856
2012-04-01,57.99999999999999,62.96296296296296,44.0,38.0,48.64864864864865,45.05494505494506,43.0,80.0,20.0,17.0,20.0,44.0,52.63157894736842,11.0,7.000000000000001,39.41987570759501
2012-05-01,57.99999999999999,56.79012345679012,41.0,39.0,50.0,48.35164835164835,45.0,57.99999999999999,20.0,19.0,21.53846153846154,37.0,49.473684210526315,10.0,7.000000000000001,37.34359450382842
2012-06-01,60.0,53.086419753086425,34.0,37.0,50.0,43.956043956043956,44.0,42.0,19.0,13.0,18.461538461538463,31.0,45.26315789473684,9.0,7.000000000000001,33.78447733769371
2012-07-01,55.00000000000001,56.79012345679012,32.0,37.0,43.24324324324324,48.35164835164835,43.0,44.0,20.0,14.000000000000002,21.53846153846154,34.0,43.15789473684211,9.0,7.000000000000001,33.87209142179903
2012-08-01,59.0,49.382716049382715,34.0,40.0,48.64864864864865,48.35164835164835,43.0,38.0,20.0,13.0,21.53846153846154,34.0,40.0,8.0,7.000000000000001,33.59476497254275
2012-09-01,60.0,54.32098765432099,44.0,46.0,45.94594594594595,52.74725274725275,45.0,38.0,20.0,18.0,30.76923076923077,52.0,46.31578947368421,7.000000000000001,7.000000000000001,37.80661377269564
2012-10-01,59.0,53.086419753086425,45.0,82.0,44.5945945945946,51.64835164835166,46.0,46.0,19.0,17.0,27.692307692307693,45.0,47.368421052631575,8.0,7.000000000000001,39.89267298273146
2012-11-01,59.0,51.85185185185185,51.0,51.0,41.891891891891895,48.35164835164835,48.0,46.0,24.0,17.0,26.153846153846157,38.0,51.578947368421055,8.0,8.0,37.988545707843954
2012-12-01,59.0,58.0246913580247,35.0,46.0,41.891891891891895,58.24175824175825,43.0,52.0,21.0,13.0,23.076923076923077,48.0,49.473684210526315,8.0,9.0,37.64726325194162
2013-01-01,57.99999999999999,49.382716049382715,39.0,45.0,44.5945945945946,48.35164835164835,45.0,42.0,20.0,14.000000000000002,21.53846153846154,38.0,46.31578947368421,7.000000000000001,10.0,35.212214000518095
2013-02-01,56.99999999999999,59.25925925925925,40.0,39.0,50.0,50.54945054945055,43.0,46.0,21.0,17.0,21.53846153846154,39.0,51.578947368421055,6.0,8.0,36.5950745810395
2013-03-01,62.0,56.79012345679012,46.0,37.0,50.0,48.35164835164835,46.0,50.0,23.0,16.0,20.0,44.0,62.10526315789474,6.0,8.0,38.34980233108888
2013-04-01,57.99999999999999,123.45679012345678,46.0,41.0,51.35135135135135,50.54945054945055,43.0,84.0,32.0,31.0,56.92307692307692,73.0,55.78947368421052,5.0,8.0,50.60467617543642
2013-05-01,57.99999999999999,54.32098765432099,40.0,39.0,51.35135135135135,52.74725274725275,43.0,56.00000000000001,19.0,22.0,38.46153846153847,40.0,50.526315789473685,5.0,7.000000000000001,38.42716306692915
2013-06-01,57.99999999999999,45.67901234567901,34.0,42.0,51.35135135135135,49.45054945054945,40.0,38.0,18.0,14.000000000000002,20.0,34.0,53.68421052631579,6.0,7.000000000000001,34.07767491159304
2013-07-01,60.0,50.617283950617285,43.0,41.0,41.891891891891895,56.043956043956044,42.0,34.0,17.0,12.0,20.0,31.0,48.421052631578945,5.0,7.000000000000001,33.93161230120295
2013-08-01,57.99999999999999,48.148148148148145,50.0,43.0,40.54054054054054,52.74725274725275,42.0,42.0,17.0,13.0,24.615384615384617,41.0,45.26315789473684,5.0,8.0,35.35429892973753
2013-09-01,55.00000000000001,46.913580246913575,54.0,38.0,37.83783783783784,46.15384615384615,41.0,48.0,17.0,16.0,29.230769230769234,40.0,53.68421052631579,5.0,8.0,35.72134959971218
2013-10-01,56.00000000000001,45.67901234567901,47.0,39.0,39.189189189189186,48.35164835164835,40.0,34.0,16.0,16.0,24.615384615384617,37.0,46.31578947368421,5.0,6.0,33.34340159837236
2013-11-01,56.00000000000001,48.148148148148145,46.0,47.0,39.189189189189186,53.84615384615385,44.0,40.0,18.0,17.0,21.53846153846154,37.0,45.26315789473684,5.0,7.000000000000001,34.99900737444597
2013-12-01,56.99999999999999,51.85185185185185,39.0,43.0,39.189189189189186,50.54945054945055,43.0,36.0,16.0,15.0,33.84615384615385,34.0,44.21052631578947,5.0,7.000000000000001,34.30981145016233
2014-01-01,55.00000000000001,46.913580246913575,42.0,42.0,40.54054054054054,50.54945054945055,43.0,38.0,16.0,15.0,21.53846153846154,34.0,44.21052631578947,5.0,7.000000000000001,33.38350394607705
2014-02-01,55.00000000000001,45.67901234567901,47.0,43.0,44.5945945945946,53.84615384615385,44.0,36.0,16.0,17.0,21.53846153846154,40.0,44.21052631578947,6.0,6.0,34.65791657604523
2014-03-01,54.0,48.148148148148145,46.0,45.0,50.0,46.15384615384615,44.0,46.0,18.0,17.0,24.615384615384617,39.0,45.26315789473684,8.0,7.000000000000001,35.87870245414105
2014-04-01,56.00000000000001,51.85185185185185,45.0,50.0,47.2972972972973,56.043956043956044,43.0,42.0,19.0,16.0,21.53846153846154,45.0,44.21052631578947,6.0,7.000000000000001,36.662806203157075
2014-05-01,56.99999999999999,55.55555555555556,45.0,52.0,48.64864864864865,57.14285714285714,44.0,44.0,18.0,18.0,21.53846153846154,39.0,45.26315789473684,10.0,7.000000000000001,37.47657871868398
2014-06-01,56.00000000000001,49.382716049382715,37.0,72.0,47.2972972972973,49.45054945054945,41.0,36.0,16.0,14.000000000000002,26.153846153846157,33.0,40.0,8.0,6.0,35.41896059673838
2014-07-01,56.99999999999999,50.617283950617285,55.00000000000001,56.99999999999999,44.5945945945946,51.64835164835166,44.0,86.0,17.0,14.000000000000002,26.153846153846157,34.0,41.05263157894737,8.0,7.000000000000001,39.5377805284238
2014-08-01,61.0,49.382716049382715,44.0,52.0,40.54054054054054,59.34065934065934,42.0,44.0,17.0,15.0,33.84615384615385,48.0,43.15789473684211,11.0,7.000000000000001,37.81786430090524
2014-09-01,56.99999999999999,45.67901234567901,47.0,45.0,43.24324324324324,56.043956043956044,40.0,44.0,17.0,23.0,44.61538461538462,68.0,42.10526315789473,9.0,7.000000000000001,39.24579062707718
2014-10-01,57.99999999999999,45.67901234567901,47.0,47.0,41.891891891891895,50.54945054945055,40.0,40.0,16.0,21.0,30.76923076923077,53.0,43.15789473684211,14.000000000000002,7.000000000000001,37.00316535287296
2014-11-01,55.00000000000001,45.67901234567901,46.0,42.0,45.94594594594595,52.74725274725275,42.0,36.0,16.0,17.0,23.076923076923077,43.0,46.31578947368421,42.0,7.000000000000001,37.31766157263234
2014-12-01,62.0,56.79012345679012,38.0,43.0,44.5945945945946,62.637362637362635,42.0,40.0,16.0,22.0,41.53846153846154,47.0,46.31578947368421,23.0,7.000000000000001,39.45842211339287
2015-01-01,55.00000000000001,53.086419753086425,41.0,48.0,40.54054054054054,59.34065934065934,44.0,36.0,17.0,31.0,60.0,47.0,45.26315789473684,19.0,7.000000000000001,40.21538516860155
2015-02-01,56.00000000000001,49.382716049382715,47.0,42.0,40.54054054054054,67.03296703296702,42.0,42.0,23.0,26.0,33.84615384615385,55.00000000000001,46.31578947368421,16.0,7.000000000000001,39.541211129515226
2015-03-01,55.00000000000001,49.382716049382715,47.0,41.0,43.24324324324324,49.45054945054945,41.0,42.0,18.0,22.0,26.153846153846157,46.0,48.421052631578945,13.0,7.000000000000001,36.5767605019067
2015-04-01,54.0,54.32098765432099,44.0,40.0,44.5945945945946,56.043956043956044,41.0,46.0,18.0,21.0,26.153846153846157,51.0,51.578947368421055,11.0,7.000000000000001,37.71282212100925
2015-05-01,55.00000000000001,50.617283950617285,44.0,38.0,44.5945945945946,52.74725274725275,44.0,44.0,19.0,19.0,23.076923076923077,45.0,52.63157894736842,10.0,7.000000000000001,36.57784222111707
2015-06-01,56.00000000000001,51.85185185185185,38.0,39.0,35.13513513513514,51.64835164835166,41.0,38.0,18.0,20.0,35.38461538461539,42.0,44.21052631578947,10.0,7.000000000000001,35.14869868904957
2015-07-01,56.00000000000001,55.55555555555556,32.0,38.0,35.13513513513514,57.14285714285714,43.0,40.0,18.0,17.0,36.92307692307693,47.0,42.10526315789473,9.0,7.000000000000001,35.59079252763463
2015-08-01,57.99999999999999,62.96296296296296,33.0,44.0,37.83783783783784,62.637362637362635,43.0,38.0,20.0,16.0,27.692307692307693,38.0,45.26315789473684,9.0,7.000000000000001,36.1595752683472
2015-09-01,57.99999999999999,49.382716049382715,46.0,39.0,37.83783783783784,52.74725274725275,39.0,40.0,18.0,17.0,27.692307692307693,49.0,49.473684210526315,8.0,7.000000000000001,35.87558656915382
2015-10-01,60.0,49.382716049382715,46.0,38.0,40.54054054054054,51.64835164835166,40.0,50.0,18.0,19.0,26.153846153846157,57.99999999999999,47.368421052631575,8.0,6.0,37.206258362983505
2015-11-01,56.00000000000001,70.37037037037037,46.0,38.0,39.189189189189186,56.043956043956044,46.0,70.0,28.999999999999996,52.0,153.84615384615387,94.0,51.578947368421055,8.0,8.0,54.535241121206035
2015-12-01,66.0,67.90123456790124,39.0,41.0,37.83783783783784,50.54945054945055,43.0,48.0,24.0,39.0,61.53846153846154,73.0,49.473684210526315,8.0,8.0,43.753377913611835
2016-01-01,59.0,64.19753086419753,41.0,41.0,37.83783783783784,51.64835164835166,43.0,40.0,20.0,28.999999999999996,46.15384615384615,52.0,50.526315789473685,8.0,7.000000000000001,39.35759215291378
2016-02-01,56.00000000000001,53.086419753086425,47.0,42.0,44.5945945945946,53.84615384615385,42.0,48.0,22.0,23.0,30.76923076923077,53.0,50.526315789473685,8.0,6.0,38.65484765016929
2016-03-01,52.0,58.0246913580247,44.0,35.0,40.54054054054054,52.74725274725275,42.0,46.0,20.0,31.0,55.38461538461539,57.99999999999999,52.63157894736842,8.0,6.0,40.08857859852012
